"Step","GPR - train_loss/total_loss","GPR - train_loss/total_loss__MIN","GPR - train_loss/total_loss__MAX","APPNP - train_loss/total_loss","APPNP - train_loss/total_loss__MIN","APPNP - train_loss/total_loss__MAX","2HopConv - train_loss/total_loss","2HopConv - train_loss/total_loss__MIN","2HopConv - train_loss/total_loss__MAX","NewConvForm - train_loss/total_loss","NewConvForm - train_loss/total_loss__MIN","NewConvForm - train_loss/total_loss__MAX","Base-SwinT - train_loss/total_loss","Base-SwinT - train_loss/total_loss__MIN","Base-SwinT - train_loss/total_loss__MAX"
"244","24.168526714667678","24.168526714667678","24.168526714667678","23.021685206331313","23.021685206331313","23.021685206331313","17.57034527696669","17.57034527696669","17.57034527696669","19.342719504609704","19.342719504609704","19.342719504609704","25.667542062699795","25.667542062699795","25.667542062699795"
"245","29.296459124423563","29.296459124423563","29.296459124423563","22.326357135549188","22.326357135549188","22.326357135549188","16.23694685474038","16.23694685474038","16.23694685474038","19.165688892826438","19.165688892826438","19.165688892826438","20.549282426945865","20.549282426945865","20.549282426945865"
"246","25.24578987620771","25.24578987620771","25.24578987620771","43.040241186507046","43.040241186507046","43.040241186507046","14.729496063664556","14.729496063664556","14.729496063664556","21.217554598115385","21.217554598115385","21.217554598115385","22.84542177245021","22.84542177245021","22.84542177245021"
"247","24.76419118978083","24.76419118978083","24.76419118978083","20.545736480504274","20.545736480504274","20.545736480504274","16.715244783088565","16.715244783088565","16.715244783088565","22.675247438251972","22.675247438251972","22.675247438251972","22.700163202360272","22.700163202360272","22.700163202360272"
"248","21.652591546997428","21.652591546997428","21.652591546997428","22.52451851591468","22.52451851591468","22.52451851591468","19.116970784962177","19.116970784962177","19.116970784962177","21.54414042085409","21.54414042085409","21.54414042085409","24.74451395496726","24.74451395496726","24.74451395496726"
"249","24.63837457448244","24.63837457448244","24.63837457448244","25.856436774134636","25.856436774134636","25.856436774134636","20.64266086742282","20.64266086742282","20.64266086742282","22.036341906525195","22.036341906525195","22.036341906525195","25.432938614860177","25.432938614860177","25.432938614860177"
"250","26.031525073572993","26.031525073572993","26.031525073572993","25.58255651779473","25.58255651779473","25.58255651779473","20.302841077093035","20.302841077093035","20.302841077093035","21.278107484802604","21.278107484802604","21.278107484802604","21.072802680544555","21.072802680544555","21.072802680544555"
"251","42.596425438299775","42.596425438299775","42.596425438299775","24.581145329400897","24.581145329400897","24.581145329400897","16.725476352497935","16.725476352497935","16.725476352497935","21.453301171772182","21.453301171772182","21.453301171772182","23.36409134976566","23.36409134976566","23.36409134976566"
"252","24.245523126795888","24.245523126795888","24.245523126795888","21.06238155812025","21.06238155812025","21.06238155812025","17.58439336065203","17.58439336065203","17.58439336065203","42.31406824942678","42.31406824942678","42.31406824942678","26.220858860760927","26.220858860760927","26.220858860760927"
"253","24.254010735079646","24.254010735079646","24.254010735079646","21.10829579271376","21.10829579271376","21.10829579271376","18.41149482689798","18.41149482689798","18.41149482689798","24.488042084500194","24.488042084500194","24.488042084500194","22.235787557438016","22.235787557438016","22.235787557438016"
"254","23.743755370378494","23.743755370378494","23.743755370378494","23.247019305825233","23.247019305825233","23.247019305825233","18.116839602589607","18.116839602589607","18.116839602589607","32.546243322081864","32.546243322081864","32.546243322081864","23.61320630274713","23.61320630274713","23.61320630274713"
"255","22.944939225912094","22.944939225912094","22.944939225912094","21.880144784227014","21.880144784227014","21.880144784227014","18.943653352558613","18.943653352558613","18.943653352558613","28.103057043626904","28.103057043626904","28.103057043626904","24.472936924546957","24.472936924546957","24.472936924546957"
"256","23.628528777509928","23.628528777509928","23.628528777509928","23.048154482617974","23.048154482617974","23.048154482617974","13.981332750990987","13.981332750990987","13.981332750990987","23.690176520496607","23.690176520496607","23.690176520496607","24.006091641262174","24.006091641262174","24.006091641262174"
"257","23.45699594542384","23.45699594542384","23.45699594542384","26.61015653796494","26.61015653796494","26.61015653796494","19.438152201473713","19.438152201473713","19.438152201473713","20.627541733905673","20.627541733905673","20.627541733905673","29.94983345363289","29.94983345363289","29.94983345363289"
"258","25.414773479104042","25.414773479104042","25.414773479104042","21.70369865000248","21.70369865000248","21.70369865000248","25.660572447814047","25.660572447814047","25.660572447814047","20.44262194633484","20.44262194633484","20.44262194633484","24.19288687594235","24.19288687594235","24.19288687594235"
"259","25.164316991344094","25.164316991344094","25.164316991344094","21.604768866673112","21.604768866673112","21.604768866673112","15.9768429659307","15.9768429659307","15.9768429659307","19.251774003729224","19.251774003729224","19.251774003729224","19.963903749361634","19.963903749361634","19.963903749361634"
"260","25.091948963701725","25.091948963701725","25.091948963701725","23.43567142635584","23.43567142635584","23.43567142635584","16.466963755898178","16.466963755898178","16.466963755898178","22.990834403783083","22.990834403783083","22.990834403783083","25.603414667770267","25.603414667770267","25.603414667770267"
"261","33.967029225081205","33.967029225081205","33.967029225081205","21.89586228504777","21.89586228504777","21.89586228504777","18.438790572807193","18.438790572807193","18.438790572807193","20.926993491128087","20.926993491128087","20.926993491128087","25.638114580884576","25.638114580884576","25.638114580884576"
"262","23.788518397137523","23.788518397137523","23.788518397137523","22.661712896078825","22.661712896078825","22.661712896078825","14.931840480305254","14.931840480305254","14.931840480305254","23.243352435529232","23.243352435529232","23.243352435529232","19.928215021267533","19.928215021267533","19.928215021267533"
"263","24.440562380477786","24.440562380477786","24.440562380477786","23.070123691111803","23.070123691111803","23.070123691111803","18.762826615944505","18.762826615944505","18.762826615944505","22.976671800017357","22.976671800017357","22.976671800017357","24.435189943760633","24.435189943760633","24.435189943760633"
"264","25.75237299501896","25.75237299501896","25.75237299501896","25.46857750415802","25.46857750415802","25.46857750415802","16.04974916577339","16.04974916577339","16.04974916577339","27.22743066214025","27.22743066214025","27.22743066214025","22.515553368255496","22.515553368255496","22.515553368255496"
"265","26.43546105362475","26.43546105362475","26.43546105362475","23.604439094662666","23.604439094662666","23.604439094662666","14.921143282204866","14.921143282204866","14.921143282204866","24.306110840290785","24.306110840290785","24.306110840290785","20.44272488541901","20.44272488541901","20.44272488541901"
"266","24.43660412915051","24.43660412915051","24.43660412915051","21.697511276230216","21.697511276230216","21.697511276230216","15.731806681491435","15.731806681491435","15.731806681491435","22.99470131844282","22.99470131844282","22.99470131844282","21.3122536893934","21.3122536893934","21.3122536893934"
"267","26.504929983988404","26.504929983988404","26.504929983988404","24.621025390923023","24.621025390923023","24.621025390923023","17.382599190808833","17.382599190808833","17.382599190808833","20.61580071784556","20.61580071784556","20.61580071784556","23.631968704983592","23.631968704983592","23.631968704983592"
"268","25.713138232007623","25.713138232007623","25.713138232007623","23.844810778275132","23.844810778275132","23.844810778275132","16.387218998745084","16.387218998745084","16.387218998745084","23.843291530385613","23.843291530385613","23.843291530385613","21.6225171033293","21.6225171033293","21.6225171033293"
"269","29.410724675282836","29.410724675282836","29.410724675282836","21.986740734428167","21.986740734428167","21.986740734428167","15.865148375742137","15.865148375742137","15.865148375742137","19.161964850500226","19.161964850500226","19.161964850500226","20.68285106215626","20.68285106215626","20.68285106215626"
"270","27.89569916948676","27.89569916948676","27.89569916948676","21.52680553495884","21.52680553495884","21.52680553495884","25.043618012219667","25.043618012219667","25.043618012219667","21.921396236866713","21.921396236866713","21.921396236866713","22.079605970531702","22.079605970531702","22.079605970531702"
"271","25.801133742555976","25.801133742555976","25.801133742555976","33.669257244095206","33.669257244095206","33.669257244095206","15.594264571554959","15.594264571554959","15.594264571554959","24.570162650197744","24.570162650197744","24.570162650197744","23.67985174059868","23.67985174059868","23.67985174059868"
"272","23.893894473090768","23.893894473090768","23.893894473090768","21.06636001635343","21.06636001635343","21.06636001635343","17.105833874084055","17.105833874084055","17.105833874084055","20.050844579935074","20.050844579935074","20.050844579935074","21.4250968657434","21.4250968657434","21.4250968657434"
"273","27.188701316714287","27.188701316714287","27.188701316714287","21.72351660951972","21.72351660951972","21.72351660951972","19.080076351761818","19.080076351761818","19.080076351761818","20.168091509491205","20.168091509491205","20.168091509491205","22.288394909352064","22.288394909352064","22.288394909352064"
"274","27.183044761419296","27.183044761419296","27.183044761419296","23.201311253011227","23.201311253011227","23.201311253011227","15.50603754259646","15.50603754259646","15.50603754259646","17.515117993578315","17.515117993578315","17.515117993578315","24.955956012010574","24.955956012010574","24.955956012010574"
"275","24.91397782228887","24.91397782228887","24.91397782228887","23.465886786580086","23.465886786580086","23.465886786580086","14.947215649299324","14.947215649299324","14.947215649299324","19.574191588908434","19.574191588908434","19.574191588908434","23.077550295740366","23.077550295740366","23.077550295740366"
"276","24.868143325671554","24.868143325671554","24.868143325671554","21.971092713996768","21.971092713996768","21.971092713996768","13.357596023008227","13.357596023008227","13.357596023008227","19.140516039915383","19.140516039915383","19.140516039915383","33.535462060943246","33.535462060943246","33.535462060943246"
"277","26.45681633427739","26.45681633427739","26.45681633427739","21.430227793753147","21.430227793753147","21.430227793753147","15.916255973279476","15.916255973279476","15.916255973279476","20.297975938767195","20.297975938767195","20.297975938767195","22.72508842870593","22.72508842870593","22.72508842870593"
"278","27.384572837501764","27.384572837501764","27.384572837501764","25.80946860089898","25.80946860089898","25.80946860089898","16.6243417840451","16.6243417840451","16.6243417840451","19.571131543256342","19.571131543256342","19.571131543256342","21.165125967934728","21.165125967934728","21.165125967934728"
"279","26.19729920104146","26.19729920104146","26.19729920104146","22.37101594917476","22.37101594917476","22.37101594917476","17.299526650458574","17.299526650458574","17.299526650458574","20.929481713101268","20.929481713101268","20.929481713101268","26.122834023088217","26.122834023088217","26.122834023088217"
"280","25.579166484996676","25.579166484996676","25.579166484996676","24.383662819862366","24.383662819862366","24.383662819862366","14.875351801514626","14.875351801514626","14.875351801514626","20.7146552298218","20.7146552298218","20.7146552298218","20.354020815342665","20.354020815342665","20.354020815342665"
"281","22.931654185056686","22.931654185056686","22.931654185056686","20.941626884043217","20.941626884043217","20.941626884043217","19.8368945363909","19.8368945363909","19.8368945363909","21.521356858313084","21.521356858313084","21.521356858313084","21.810953879728913","21.810953879728913","21.810953879728913"
"282","27.865029763430357","27.865029763430357","27.865029763430357","21.171655893325806","21.171655893325806","21.171655893325806","23.149987411219627","23.149987411219627","23.149987411219627","20.161997508257627","20.161997508257627","20.161997508257627","21.712194491177797","21.712194491177797","21.712194491177797"
"283","23.26251107826829","23.26251107826829","23.26251107826829","21.9160441365093","21.9160441365093","21.9160441365093","14.863000291399658","14.863000291399658","14.863000291399658","18.729883996769786","18.729883996769786","18.729883996769786","25.692437885329127","25.692437885329127","25.692437885329127"
"284","28.084167325869203","28.084167325869203","28.084167325869203","24.443740332499146","24.443740332499146","24.443740332499146","19.293857591226697","19.293857591226697","19.293857591226697","17.16110512521118","17.16110512521118","17.16110512521118","24.91107120923698","24.91107120923698","24.91107120923698"
"285","25.091505566611886","25.091505566611886","25.091505566611886","22.272485479712486","22.272485479712486","22.272485479712486","15.17915865033865","15.17915865033865","15.17915865033865","19.3605052921921","19.3605052921921","19.3605052921921","25.748567941598594","25.748567941598594","25.748567941598594"
"286","24.09690808877349","24.09690808877349","24.09690808877349","21.178396616131067","21.178396616131067","21.178396616131067","15.334501299075782","15.334501299075782","15.334501299075782","20.570734006352723","20.570734006352723","20.570734006352723","27.946732791140676","27.946732791140676","27.946732791140676"
"287","23.616806941106915","23.616806941106915","23.616806941106915","25.900349967181683","25.900349967181683","25.900349967181683","15.094100559130311","15.094100559130311","15.094100559130311","20.3613473623991","20.3613473623991","20.3613473623991","21.4424813631922","21.4424813631922","21.4424813631922"
"288","24.12583214044571","24.12583214044571","24.12583214044571","23.030827457085252","23.030827457085252","23.030827457085252","17.70635385811329","17.70635385811329","17.70635385811329","21.711311228573322","21.711311228573322","21.711311228573322","22.272170290350914","22.272170290350914","22.272170290350914"
"289","23.719847287982702","23.719847287982702","23.719847287982702","22.77137632481754","22.77137632481754","22.77137632481754","14.839918497949839","14.839918497949839","14.839918497949839","18.916948404163122","18.916948404163122","18.916948404163122","21.915833968669176","21.915833968669176","21.915833968669176"
"290","23.90762896090746","23.90762896090746","23.90762896090746","23.044651977717876","23.044651977717876","23.044651977717876","15.529749822802842","15.529749822802842","15.529749822802842","24.197928447276354","24.197928447276354","24.197928447276354","20.978735711425543","20.978735711425543","20.978735711425543"
"292","31.864772893488407","31.864772893488407","31.864772893488407","22.97780641168356","22.97780641168356","22.97780641168356","13.34069421608001","13.34069421608001","13.34069421608001","25.051816361024976","25.051816361024976","25.051816361024976","21.72702800296247","21.72702800296247","21.72702800296247"
"293","34.02753189392388","34.02753189392388","34.02753189392388","21.516017431393266","21.516017431393266","21.516017431393266","19.96176504716277","19.96176504716277","19.96176504716277","19.933329965919256","19.933329965919256","19.933329965919256","19.647999895736575","19.647999895736575","19.647999895736575"
"294","24.368881879374385","24.368881879374385","24.368881879374385","23.190134342759848","23.190134342759848","23.190134342759848","22.974390046671033","22.974390046671033","22.974390046671033","21.358344750478864","21.358344750478864","21.358344750478864","19.81859354674816","19.81859354674816","19.81859354674816"
"295","26.165389616042376","26.165389616042376","26.165389616042376","23.986057521775365","23.986057521775365","23.986057521775365","16.55349146015942","16.55349146015942","16.55349146015942","18.952980695292354","18.952980695292354","18.952980695292354","22.469629902392626","22.469629902392626","22.469629902392626"
"296","26.00236134417355","26.00236134417355","26.00236134417355","23.384080074727535","23.384080074727535","23.384080074727535","15.459553831256926","15.459553831256926","15.459553831256926","24.82138605695218","24.82138605695218","24.82138605695218","19.782652337104082","19.782652337104082","19.782652337104082"
"297","25.063579253852367","25.063579253852367","25.063579253852367","63.2242001965642","63.2242001965642","63.2242001965642","15.081540467217565","15.081540467217565","15.081540467217565","21.99410338513553","21.99410338513553","21.99410338513553","21.025922322645783","21.025922322645783","21.025922322645783"
"298","27.415090087801218","27.415090087801218","27.415090087801218","21.670993860810995","21.670993860810995","21.670993860810995","21.279583292081952","21.279583292081952","21.279583292081952","19.37918927334249","19.37918927334249","19.37918927334249","22.495532946661115","22.495532946661115","22.495532946661115"
"299","24.866661427542567","24.866661427542567","24.866661427542567","28.834563113749027","28.834563113749027","28.834563113749027","18.006329523399472","18.006329523399472","18.006329523399472","19.86641305591911","19.86641305591911","19.86641305591911","21.12871430441737","21.12871430441737","21.12871430441737"
"300","24.18396138586104","24.18396138586104","24.18396138586104","24.34933017194271","24.34933017194271","24.34933017194271","16.99640106316656","16.99640106316656","16.99640106316656","18.796738220378757","18.796738220378757","18.796738220378757","22.760553654283285","22.760553654283285","22.760553654283285"
"301","31.873516546562314","31.873516546562314","31.873516546562314","23.077142294496298","23.077142294496298","23.077142294496298","20.595400706864893","20.595400706864893","20.595400706864893","18.806720474734902","18.806720474734902","18.806720474734902","22.99554169178009","22.99554169178009","22.99554169178009"
"302","22.62843929976225","22.62843929976225","22.62843929976225","21.60778888128698","21.60778888128698","21.60778888128698","16.055516801774502","16.055516801774502","16.055516801774502","18.512743960134685","18.512743960134685","18.512743960134685","22.68851464986801","22.68851464986801","22.68851464986801"
"303","24.857806861400604","24.857806861400604","24.857806861400604","27.67567260749638","27.67567260749638","27.67567260749638","15.972831636667252","15.972831636667252","15.972831636667252","20.75259029492736","20.75259029492736","20.75259029492736","22.4576844740659","22.4576844740659","22.4576844740659"
"304","27.49575377255678","27.49575377255678","27.49575377255678","20.93097964860499","20.93097964860499","20.93097964860499","16.11115823686123","16.11115823686123","16.11115823686123","26.994247563183308","26.994247563183308","26.994247563183308","19.562677772715688","19.562677772715688","19.562677772715688"
"305","26.01028597354889","26.01028597354889","26.01028597354889","28.53043471649289","28.53043471649289","28.53043471649289","17.17342421412468","17.17342421412468","17.17342421412468","18.4631575550884","18.4631575550884","18.4631575550884","22.537597324699163","22.537597324699163","22.537597324699163"
"306","22.897866763174534","22.897866763174534","22.897866763174534","21.03349869698286","21.03349869698286","21.03349869698286","16.105438890866935","16.105438890866935","16.105438890866935","21.61585972458124","21.61585972458124","21.61585972458124","28.243914987891912","28.243914987891912","28.243914987891912"
"307","24.687507562339306","24.687507562339306","24.687507562339306","21.26301348209381","21.26301348209381","21.26301348209381","15.57107918150723","15.57107918150723","15.57107918150723","20.01794152893126","20.01794152893126","20.01794152893126","22.976713553071022","22.976713553071022","22.976713553071022"
"308","25.252171244472265","25.252171244472265","25.252171244472265","20.401454739272594","20.401454739272594","20.401454739272594","14.872262394987047","14.872262394987047","14.872262394987047","20.448301831260324","20.448301831260324","20.448301831260324","20.977711567655206","20.977711567655206","20.977711567655206"
"309","25.088709268718958","25.088709268718958","25.088709268718958","21.413733191788197","21.413733191788197","21.413733191788197","20.370662674307823","20.370662674307823","20.370662674307823","19.818702556192875","19.818702556192875","19.818702556192875","25.596844881772995","25.596844881772995","25.596844881772995"
"310","26.358415776863694","26.358415776863694","26.358415776863694","27.342507369816303","27.342507369816303","27.342507369816303","15.724653052166104","15.724653052166104","15.724653052166104","22.499171666800976","22.499171666800976","22.499171666800976","22.248697143048048","22.248697143048048","22.248697143048048"
"311","24.239923747256398","24.239923747256398","24.239923747256398","27.267382012680173","27.267382012680173","27.267382012680173","28.094164096284658","28.094164096284658","28.094164096284658","22.45150400325656","22.45150400325656","22.45150400325656","51.30135141545907","51.30135141545907","51.30135141545907"
"312","25.601574551314116","25.601574551314116","25.601574551314116","23.086399232968688","23.086399232968688","23.086399232968688","16.693966762162745","16.693966762162745","16.693966762162745","21.254291143268347","21.254291143268347","21.254291143268347","21.51387240178883","21.51387240178883","21.51387240178883"
"313","26.89690218679607","26.89690218679607","26.89690218679607","20.042143154889345","20.042143154889345","20.042143154889345","16.429099436849356","16.429099436849356","16.429099436849356","22.93095690011978","22.93095690011978","22.93095690011978","23.29073895327747","23.29073895327747","23.29073895327747"
"314","24.29331194795668","24.29331194795668","24.29331194795668","24.9080929197371","24.9080929197371","24.9080929197371","13.633857315406203","13.633857315406203","13.633857315406203","17.899560628458858","17.899560628458858","17.899560628458858","20.026780102401972","20.026780102401972","20.026780102401972"
"315","25.62440582178533","25.62440582178533","25.62440582178533","23.956016682088375","23.956016682088375","23.956016682088375","13.951373476535082","13.951373476535082","13.951373476535082","22.6108558177948","22.6108558177948","22.6108558177948","20.61090282443911","20.61090282443911","20.61090282443911"
"316","24.057491863146424","24.057491863146424","24.057491863146424","25.03858712874353","25.03858712874353","25.03858712874353","15.21706728078425","15.21706728078425","15.21706728078425","21.962050734087825","21.962050734087825","21.962050734087825","22.208282712846994","22.208282712846994","22.208282712846994"
"317","24.646861227229238","24.646861227229238","24.646861227229238","20.878711711615324","20.878711711615324","20.878711711615324","16.211651869118214","16.211651869118214","16.211651869118214","21.120962720364332","21.120962720364332","21.120962720364332","21.820631470531225","21.820631470531225","21.820631470531225"
"318","31.19701229967177","31.19701229967177","31.19701229967177","22.839762518182397","22.839762518182397","22.839762518182397","16.80649934709072","16.80649934709072","16.80649934709072","20.50107764452696","20.50107764452696","20.50107764452696","23.846435772255063","23.846435772255063","23.846435772255063"
"319","27.183557149022818","27.183557149022818","27.183557149022818","22.72762606665492","22.72762606665492","22.72762606665492","18.99432159680873","18.99432159680873","18.99432159680873","19.49718328937888","19.49718328937888","19.49718328937888","21.053267911076546","21.053267911076546","21.053267911076546"
"320","27.79933374002576","27.79933374002576","27.79933374002576","23.26276671886444","23.26276671886444","23.26276671886444","20.42337542679161","20.42337542679161","20.42337542679161","18.909502416849136","18.909502416849136","18.909502416849136","22.45974819548428","22.45974819548428","22.45974819548428"
"321","23.36888124793768","23.36888124793768","23.36888124793768","21.713100580498576","21.713100580498576","21.713100580498576","14.85038442723453","14.85038442723453","14.85038442723453","21.0515770688653","21.0515770688653","21.0515770688653","21.147200556471944","21.147200556471944","21.147200556471944"
"322","28.141171786934137","28.141171786934137","28.141171786934137","28.95257931947708","28.95257931947708","28.95257931947708","25.77290348149836","25.77290348149836","25.77290348149836","19.789151921868324","19.789151921868324","19.789151921868324","20.006020626053214","20.006020626053214","20.006020626053214"
"323","27.89645272679627","27.89645272679627","27.89645272679627","21.931000841781497","21.931000841781497","21.931000841781497","29.882101064547896","29.882101064547896","29.882101064547896","25.197290701791644","25.197290701791644","25.197290701791644","21.69359903037548","21.69359903037548","21.69359903037548"
"324","28.513420958071947","28.513420958071947","28.513420958071947","23.187470734119415","23.187470734119415","23.187470734119415","13.885381106287241","13.885381106287241","13.885381106287241","23.117629654705524","23.117629654705524","23.117629654705524","30.489073736593127","30.489073736593127","30.489073736593127"
"325","25.15977499447763","25.15977499447763","25.15977499447763","23.060168653726578","23.060168653726578","23.060168653726578","19.42880565021187","19.42880565021187","19.42880565021187","19.712410643696785","19.712410643696785","19.712410643696785","26.404191102832556","26.404191102832556","26.404191102832556"
"326","26.206491516903043","26.206491516903043","26.206491516903043","23.49770477414131","23.49770477414131","23.49770477414131","14.547214379534125","14.547214379534125","14.547214379534125","20.51775348931551","20.51775348931551","20.51775348931551","20.408198408782482","20.408198408782482","20.408198408782482"
"327","27.316104071214795","27.316104071214795","27.316104071214795","23.74636043049395","23.74636043049395","23.74636043049395","15.926409607753158","15.926409607753158","15.926409607753158","21.664528254419565","21.664528254419565","21.664528254419565","22.50254769437015","22.50254769437015","22.50254769437015"
"328","71.18301509507","71.18301509507","71.18301509507","24.749230790883303","24.749230790883303","24.749230790883303","15.549245743080974","15.549245743080974","15.549245743080974","22.92250437103212","22.92250437103212","22.92250437103212","23.475468980148435","23.475468980148435","23.475468980148435"
"329","24.387947596609592","24.387947596609592","24.387947596609592","22.234007883816957","22.234007883816957","22.234007883816957","16.367024544626474","16.367024544626474","16.367024544626474","19.65613249875605","19.65613249875605","19.65613249875605","20.59721547178924","20.59721547178924","20.59721547178924"
"330","25.022192927077413","25.022192927077413","25.022192927077413","24.850584916770458","24.850584916770458","24.850584916770458","15.468254301697016","15.468254301697016","15.468254301697016","22.459525858983397","22.459525858983397","22.459525858983397","20.596875675022602","20.596875675022602","20.596875675022602"
"331","25.74463469721377","25.74463469721377","25.74463469721377","22.93950507044792","22.93950507044792","22.93950507044792","13.457960127852857","13.457960127852857","13.457960127852857","19.794639041647315","19.794639041647315","19.794639041647315","24.15455278940499","24.15455278940499","24.15455278940499"
"332","28.666176995262504","28.666176995262504","28.666176995262504","23.43443166092038","23.43443166092038","23.43443166092038","15.435107407160103","15.435107407160103","15.435107407160103","20.551352018490434","20.551352018490434","20.551352018490434","25.017821891233325","25.017821891233325","25.017821891233325"
"333","27.94373326562345","27.94373326562345","27.94373326562345","28.498227609321475","28.498227609321475","28.498227609321475","16.645392960868776","16.645392960868776","16.645392960868776","18.349740520119667","18.349740520119667","18.349740520119667","22.67144561931491","22.67144561931491","22.67144561931491"
"334","24.955152988433838","24.955152988433838","24.955152988433838","21.617824850603938","21.617824850603938","21.617824850603938","19.298492160625756","19.298492160625756","19.298492160625756","19.626387003809214","19.626387003809214","19.626387003809214","20.98317221365869","20.98317221365869","20.98317221365869"
"335","25.05142594501376","25.05142594501376","25.05142594501376","21.688843835145235","21.688843835145235","21.688843835145235","16.58355608023703","16.58355608023703","16.58355608023703","19.352903053164482","19.352903053164482","19.352903053164482","22.655744157731533","22.655744157731533","22.655744157731533"
"336","32.35779210738838","32.35779210738838","32.35779210738838","21.439279137179255","21.439279137179255","21.439279137179255","17.0077461078763","17.0077461078763","17.0077461078763","18.57545070722699","18.57545070722699","18.57545070722699","26.113990338519216","26.113990338519216","26.113990338519216"
"337","25.920577745884657","25.920577745884657","25.920577745884657","22.70906660705805","22.70906660705805","22.70906660705805","17.909795340150595","17.909795340150595","17.909795340150595","21.85328788496554","21.85328788496554","21.85328788496554","20.865385212004185","20.865385212004185","20.865385212004185"
"338","23.962462292984128","23.962462292984128","23.962462292984128","22.545115964487195","22.545115964487195","22.545115964487195","21.892101729288697","21.892101729288697","21.892101729288697","20.436441658064723","20.436441658064723","20.436441658064723","22.74020535312593","22.74020535312593","22.74020535312593"
"339","24.935588972643018","24.935588972643018","24.935588972643018","23.118570314720273","23.118570314720273","23.118570314720273","13.804464469663799","13.804464469663799","13.804464469663799","21.035126626491547","21.035126626491547","21.035126626491547","22.818459413945675","22.818459413945675","22.818459413945675"
"340","25.933560898527503","25.933560898527503","25.933560898527503","23.51010108925402","23.51010108925402","23.51010108925402","16.554027939215302","16.554027939215302","16.554027939215302","19.375587773509324","19.375587773509324","19.375587773509324","23.1220846157521","23.1220846157521","23.1220846157521"
"341","23.879592306911945","23.879592306911945","23.879592306911945","23.705968064256012","23.705968064256012","23.705968064256012","17.364773398265243","17.364773398265243","17.364773398265243","22.411589513532817","22.411589513532817","22.411589513532817","21.94711603038013","21.94711603038013","21.94711603038013"
"342","26.375011816620827","26.375011816620827","26.375011816620827","24.069597044959664","24.069597044959664","24.069597044959664","17.732164161279798","17.732164161279798","17.732164161279798","23.32764921337366","23.32764921337366","23.32764921337366","22.984219696372747","22.984219696372747","22.984219696372747"
"343","30.448117896914482","30.448117896914482","30.448117896914482","21.14104888960719","21.14104888960719","21.14104888960719","14.423097390681505","14.423097390681505","14.423097390681505","22.072054460644722","22.072054460644722","22.072054460644722","27.417399376630783","27.417399376630783","27.417399376630783"
"344","24.682859724387527","24.682859724387527","24.682859724387527","22.469538869336247","22.469538869336247","22.469538869336247","15.148861333727837","15.148861333727837","15.148861333727837","21.15162395313382","21.15162395313382","21.15162395313382","21.896917236968875","21.896917236968875","21.896917236968875"
"345","26.77229950763285","26.77229950763285","26.77229950763285","21.453988447785378","21.453988447785378","21.453988447785378","12.936251445673406","12.936251445673406","12.936251445673406","21.395921053364873","21.395921053364873","21.395921053364873","22.155040312558413","22.155040312558413","22.155040312558413"
"346","26.977286525070667","26.977286525070667","26.977286525070667","21.628609985113144","21.628609985113144","21.628609985113144","13.845450985245407","13.845450985245407","13.845450985245407","18.552145512774587","18.552145512774587","18.552145512774587","22.288674037903547","22.288674037903547","22.288674037903547"
"347","30.912713000550866","30.912713000550866","30.912713000550866","21.603047221899033","21.603047221899033","21.603047221899033","13.533273603767157","13.533273603767157","13.533273603767157","21.225806230679154","21.225806230679154","21.225806230679154","20.151884582825005","20.151884582825005","20.151884582825005"
"348","28.65450632944703","28.65450632944703","28.65450632944703","21.64968778565526","21.64968778565526","21.64968778565526","16.55755488947034","16.55755488947034","16.55755488947034","21.00728775560856","21.00728775560856","21.00728775560856","23.181218415498734","23.181218415498734","23.181218415498734"
"349","27.216992042958736","27.216992042958736","27.216992042958736","20.35788118466735","20.35788118466735","20.35788118466735","15.130891831591725","15.130891831591725","15.130891831591725","21.935901483520865","21.935901483520865","21.935901483520865","22.206363392993808","22.206363392993808","22.206363392993808"
"350","22.427933176979423","22.427933176979423","22.427933176979423","23.012346165254712","23.012346165254712","23.012346165254712","15.473246404901147","15.473246404901147","15.473246404901147","28.50107679888606","28.50107679888606","28.50107679888606","23.258926901966333","23.258926901966333","23.258926901966333"
"351","25.304291369393468","25.304291369393468","25.304291369393468","22.78812065348029","22.78812065348029","22.78812065348029","15.255484827794135","15.255484827794135","15.255484827794135","21.744977882131934","21.744977882131934","21.744977882131934","20.814566442742944","20.814566442742944","20.814566442742944"
"352","27.659969521686435","27.659969521686435","27.659969521686435","23.639594845473766","23.639594845473766","23.639594845473766","15.819532194174826","15.819532194174826","15.819532194174826","18.585505394265056","18.585505394265056","18.585505394265056","24.92137567512691","24.92137567512691","24.92137567512691"
"353","24.379364509135485","24.379364509135485","24.379364509135485","27.139041917398572","27.139041917398572","27.139041917398572","14.113118798471987","14.113118798471987","14.113118798471987","19.736894480884075","19.736894480884075","19.736894480884075","19.703526912257075","19.703526912257075","19.703526912257075"
"354","26.167511019855738","26.167511019855738","26.167511019855738","21.76017029955983","21.76017029955983","21.76017029955983","13.153252532705665","13.153252532705665","13.153252532705665","18.12514289468527","18.12514289468527","18.12514289468527","26.44219657406211","26.44219657406211","26.44219657406211"
